gene,transcript,score,pvalue,qvalue,info
ITIH6,ENST00000218436,0.0470,0.4402,0.9089,oncogene
FBXL13,ENST00000313221,0.0340,0.6201,0.9622,oncogene
JAG1,ENST00000254958,0.0740,0.2174,0.8182,oncogene
SUCO,ENST00000263688,0.0210,0.8248,0.9915,oncogene
ABCB4,ENST00000265723,0.0870,0.1482,0.7928,oncogene
TAS2R10,ENST00000240619,0.0120,0.9369,0.9915,oncogene
COL14A1,ENST00000297848,0.0920,0.1289,0.7832,oncogene
PEX1,ENST00000248633,0.0360,0.6045,0.9622,oncogene
SLC22A25,ENST00000306494,0.0240,0.7792,0.9843,oncogene
CBX1,ENST00000393408,0.0430,0.4905,0.9226,oncogene
RASGRF1,ENST00000419573,0.0530,0.3743,0.8851,oncogene
HSPA5,ENST00000324460,0.1420,0.0315,0.7642,oncogene
CLCN6,ENST00000346436,0.0860,0.1524,0.7928,oncogene
DSP,ENST00000379802,0.1370,0.0365,0.7642,oncogene
ATG4A,ENST00000372232,0.0540,0.3643,0.8848,oncogene
HEATR1,ENST00000366582,0.1070,0.0873,0.7685,oncogene
CD40,ENST00000372285,0.0830,0.1653,0.8000,oncogene
SEC13,ENST00000350697,0.0560,0.3454,0.8729,oncogene
SDCBP,ENST00000260130,0.0800,0.1794,0.8055,oncogene
ABLIM1,ENST00000277895,0.0810,0.1746,0.8055,oncogene
NLRP2,ENST00000543010,0.0460,0.4523,0.9116,oncogene
OR5AK2,ENST00000326855,0.1290,0.0460,0.7642,oncogene
EZH2,ENST00000320356,0.0680,0.2557,0.8415,oncogene
TEC,ENST00000381501,0.0630,0.2853,0.8466,oncogene
LRP1,ENST00000243077,0.1550,0.0216,0.7642,oncogene
ALLC,ENST00000252505,0.0340,0.6356,0.9622,oncogene
STK11,ENST00000326873,0.0510,0.3954,0.8950,oncogene
DNAJC2,ENST00000379263,0.1140,0.0697,0.7685,oncogene
LAMB2,ENST00000418109,0.0640,0.2775,0.8466,oncogene
ZPLD1,ENST00000306176,0.0500,0.4064,0.9006,oncogene
HIF1A,ENST00000539097,0.1370,0.0365,0.7642,oncogene
ZNF441,ENST00000357901,0.0340,0.6201,0.9622,oncogene
WWC2,ENST00000403733,0.0470,0.4402,0.9089,oncogene
SETD1B,ENST00000267197,0.0550,0.3549,0.8823,oncogene
DNAJA3,ENST00000262375,0.0710,0.2297,0.8238,oncogene
METAP1D,ENST00000315796,0.0490,0.4171,0.9012,oncogene
KRT38,ENST00000246646,0.0460,0.4523,0.9116,oncogene
VPS35,ENST00000299138,0.1290,0.0460,0.7642,oncogene
HNF1B,ENST00000225893,0.0300,0.6834,0.9710,oncogene
SSRP1,ENST00000278412,0.0950,0.1189,0.7803,oncogene
FLNB,ENST00000490882,0.1300,0.0449,0.7642,oncogene
AKT2,ENST00000392038,0.0610,0.3012,0.8537,oncogene
ALDH1L2,ENST00000258494,0.0330,0.6512,0.9623,oncogene
TCERG1,ENST00000296702,0.1130,0.0740,0.7685,oncogene
FLNA,ENST00000369850,0.1740,0.0121,0.7642,oncogene
THADA,ENST00000405006,0.0340,0.6356,0.9622,oncogene
MDH1,ENST00000539945,0.0630,0.2853,0.8466,oncogene
PPP1R3A,ENST00000284601,0.0900,0.1362,0.7844,oncogene
DLG2,ENST00000376104,0.0880,0.1482,0.7928,oncogene
ATRX,ENST00000373344,0.0530,0.3743,0.8851,oncogene
UNC80,ENST00000439458,0.0770,0.1944,0.8073,oncogene
SBNO1,ENST00000420886,0.0630,0.2853,0.8466,oncogene
VPRBP,ENST00000504652,0.1180,0.0624,0.7684,oncogene
UNK,ENST00000589666,0.1360,0.0377,0.7642,oncogene
DYNC1H1,ENST00000360184,0.0930,0.1289,0.7832,oncogene
RAN,ENST00000543796,0.1500,0.0249,0.7642,oncogene
HNF4A,ENST00000316099,0.0450,0.4647,0.9143,oncogene
TP53BP2,ENST00000343537,0.0800,0.1845,0.8070,oncogene
CFP,ENST00000247153,0.0240,0.7792,0.9843,oncogene
CUL3,ENST00000264414,0.1400,0.0345,0.7642,oncogene
SCIN,ENST00000297029,0.1030,0.0952,0.7686,oncogene
FRMD7,ENST00000298542,0.0190,0.8531,0.9915,oncogene
TTLL9,ENST00000375938,0.0370,0.5891,0.9622,oncogene
HDAC2,ENST00000519065,0.1390,0.0345,0.7642,oncogene
LAMB1,ENST00000222399,0.1510,0.0241,0.7642,oncogene
INPPL1,ENST00000298229,0.1070,0.0851,0.7685,oncogene
NEMF,ENST00000298310,0.0800,0.1794,0.8055,oncogene
FAF2,ENST00000261942,0.1200,0.0589,0.7654,oncogene
HNRNPK,ENST00000376263,0.2200,0.0035,0.7642,oncogene
DDX6,ENST00000264018,0.1110,0.0782,0.7685,oncogene
CELSR2,ENST00000271332,0.0470,0.4402,0.9089,oncogene
RTTN,ENST00000255674,0.0390,0.5457,0.9424,oncogene
MCMBP,ENST00000360003,0.1320,0.0423,0.7642,oncogene
STXBP5L,ENST00000273666,0.1500,0.0249,0.7642,oncogene
WWP2,ENST00000359154,0.1170,0.0642,0.7684,oncogene
DLG3,ENST00000374360,0.0740,0.2115,0.8182,oncogene
STAG2,ENST00000218089,0.0890,0.1442,0.7928,oncogene
FRY,ENST00000380250,0.0400,0.5457,0.9424,oncogene
VWF,ENST00000261405,0.0480,0.4281,0.9036,oncogene
TPM3,ENST00000368530,0.1620,0.0174,0.7642,oncogene
TRIM32,ENST00000450136,0.1250,0.0514,0.7642,oncogene
PFKM,ENST00000340802,0.0710,0.2297,0.8238,oncogene
CNOT3,ENST00000406403,0.2300,0.0026,0.7642,oncogene
DARS,ENST00000264161,0.0890,0.1442,0.7928,oncogene
CELF1,ENST00000532048,0.0270,0.7324,0.9779,oncogene
SMC1A,ENST00000322213,0.1380,0.0354,0.7642,oncogene
AHI1,ENST00000367800,0.0290,0.7000,0.9742,oncogene
ZDHHC17,ENST00000426126,0.2100,0.0045,0.7642,oncogene
ASXL1,ENST00000375687,0.0680,0.2491,0.8415,oncogene
CTBP2,ENST00000309035,0.1520,0.0234,0.7642,oncogene
UBR1,ENST00000290650,0.2440,0.0019,0.7642,oncogene
ZNF106,ENST00000263805,0.0400,0.5457,0.9424,oncogene
VCAN,ENST00000265077,0.0930,0.1289,0.7832,oncogene
DCST1,ENST00000295542,0.0510,0.3954,0.8950,oncogene
ABCA6,ENST00000284425,0.0610,0.3012,0.8537,oncogene
DPY19L2,ENST00000324472,0.0600,0.3094,0.8552,oncogene
HNRNPA1,ENST00000340913,0.0960,0.1157,0.7795,oncogene
SLC3A1,ENST00000260649,0.0390,0.5457,0.9424,oncogene
MYEF2,ENST00000324324,0.0530,0.3743,0.8851,oncogene
POLR2B,ENST00000381227,0.0910,0.1326,0.7832,oncogene
MTA2,ENST00000278823,0.1230,0.0558,0.7642,oncogene
FASN,ENST00000306749,0.2000,0.0058,0.7642,oncogene
RAD23A,ENST00000586534,0.0790,0.1845,0.8070,oncogene
PAXBP1,ENST00000331923,0.0700,0.2363,0.8374,oncogene
AGO2,ENST00000220592,0.2230,0.0032,0.7642,oncogene
PARP1,ENST00000366794,0.1480,0.0272,0.7642,oncogene
LIMD1,ENST00000273317,0.1380,0.0354,0.7642,oncogene
RBBP7,ENST00000380084,0.0760,0.2000,0.8101,oncogene
LRIF1,ENST00000369763,0.2320,0.0025,0.7642,oncogene
CHUK,ENST00000370397,0.1310,0.0449,0.7642,oncogene
CASP3,ENST00000308394,0.1460,0.0280,0.7642,oncogene
LETM2,ENST00000523983,0.0310,0.6674,0.9678,oncogene
DCUN1D1,ENST00000292782,0.1240,0.0530,0.7642,oncogene
DNAJC16,ENST00000375847,0.0470,0.4402,0.9089,oncogene
CRYGC,ENST00000282141,0.0550,0.3643,0.8848,oncogene
OR52E4,ENST00000316987,0.0660,0.2628,0.8440,oncogene
CDK5RAP2,ENST00000349780,0.0780,0.1896,0.8070,oncogene
GRPEL2,ENST00000329271,0.1090,0.0827,0.7685,oncogene
ATF4,ENST00000337304,0.1060,0.0873,0.7685,oncogene
COL4A3BP,ENST00000380494,0.1180,0.0642,0.7684,oncogene
AP2A2,ENST00000448903,0.0820,0.1698,0.8000,oncogene
DDX39A,ENST00000242776,0.0520,0.3848,0.8906,oncogene
IGF2BP3,ENST00000258729,0.0370,0.5891,0.9622,oncogene
PRPF8,ENST00000572621,0.1180,0.0642,0.7684,oncogene
LCA5L,ENST00000358268,0.0400,0.5313,0.9386,oncogene
XPOT,ENST00000332707,0.2760,0.0009,0.5667,oncogene
POLR1C,ENST00000372389,0.0660,0.2628,0.8440,oncogene
GRIA3,ENST00000264357,0.0880,0.1442,0.7928,oncogene
CCT3,ENST00000295688,0.0860,0.1524,0.7928,oncogene
RASA1,ENST00000274376,0.1030,0.0952,0.7686,oncogene
HRAS,ENST00000451590,0.1900,0.0076,0.7642,oncogene
SYCP2,ENST00000357552,0.0540,0.3643,0.8848,oncogene
PPP6R3,ENST00000393801,0.1400,0.0345,0.7642,oncogene
ATP13A2,ENST00000326735,0.0460,0.4523,0.9116,oncogene
NCKAP1,ENST00000360982,0.2080,0.0048,0.7642,oncogene
DOT1L,ENST00000398665,0.0490,0.4171,0.9012,oncogene
EFCAB3,ENST00000450662,0.0310,0.6674,0.9678,oncogene
XRN1,ENST00000264951,0.1400,0.0334,0.7642,oncogene
WASL,ENST00000223023,0.0950,0.1189,0.7803,oncogene
EPRS,ENST00000366923,0.2340,0.0024,0.7642,oncogene
MCM6,ENST00000264156,0.1350,0.0388,0.7642,oncogene
COL25A1,ENST00000399132,0.0550,0.3549,0.8823,oncogene
RXRA,ENST00000481739,0.1340,0.0411,0.7642,oncogene
KIAA1586,ENST00000370733,0.0360,0.6045,0.9622,oncogene
HSPH1,ENST00000320027,0.2320,0.0025,0.7642,oncogene
KAT2B,ENST00000263754,0.1660,0.0160,0.7642,oncogene
CAND1,ENST00000545606,0.1550,0.0222,0.7642,oncogene
MEF2D,ENST00000348159,0.0660,0.2628,0.8440,oncogene
ZNF623,ENST00000501748,0.0490,0.4171,0.9012,oncogene
KCNA4,ENST00000328224,0.0630,0.2853,0.8466,oncogene
CCDC171,ENST00000380701,0.1010,0.1006,0.7686,oncogene
DHX37,ENST00000308736,0.1940,0.0068,0.7642,oncogene
RANBP9,ENST00000011619,0.2000,0.0058,0.7642,oncogene
SEC31A,ENST00000395310,0.1230,0.0558,0.7642,oncogene
ZNF717,ENST00000422325,0.0470,0.4402,0.9089,oncogene
PRKCD,ENST00000394729,0.0980,0.1094,0.7750,oncogene
PAPOLG,ENST00000238714,0.0470,0.4402,0.9089,oncogene
USP7,ENST00000344836,0.1690,0.0143,0.7642,oncogene
ATXN1,ENST00000244769,0.2190,0.0037,0.7642,oncogene
ABCD1,ENST00000218104,0.0490,0.4171,0.9012,oncogene
CHRM5,ENST00000383263,0.0650,0.2699,0.8441,oncogene
PRPSAP2,ENST00000268835,0.0410,0.5174,0.9316,oncogene
EHMT2,ENST00000375537,0.1440,0.0299,0.7642,oncogene
EPN3,ENST00000268933,0.0350,0.6045,0.9622,oncogene
NOP2,ENST00000382421,0.1370,0.0365,0.7642,oncogene
ATXN2,ENST00000377617,0.1200,0.0589,0.7654,oncogene
CAPN1,ENST00000527323,0.1490,0.0256,0.7642,oncogene
NUMA1,ENST00000393695,0.1330,0.0411,0.7642,oncogene
TPI1,ENST00000229270,0.0510,0.3954,0.8950,oncogene
PARK2,ENST00000366898,0.1340,0.0399,0.7642,oncogene
IRF8,ENST00000268638,0.0340,0.6356,0.9622,oncogene
TOX4,ENST00000405508,0.0480,0.4281,0.9036,oncogene
COPS6,ENST00000303904,0.0780,0.1896,0.8070,oncogene
CUL4A,ENST00000375440,0.1260,0.0500,0.7642,oncogene
PTK2,ENST00000340930,0.1440,0.0307,0.7642,oncogene
DYNC1I1,ENST00000324972,0.0840,0.1653,0.8000,oncogene
KIAA0368,ENST00000259335,0.1230,0.0558,0.7642,oncogene
XPO1,ENST00000401558,0.1460,0.0280,0.7642,oncogene
AHCY,ENST00000217426,0.0680,0.2557,0.8415,oncogene
RICTOR,ENST00000357387,0.0890,0.1442,0.7928,oncogene
STAMBP,ENST00000394070,0.1210,0.0573,0.7642,oncogene
RAB22A,ENST00000244040,0.2430,0.0019,0.7642,oncogene
NCOA1,ENST00000406961,0.1970,0.0063,0.7642,oncogene
C6orf62,ENST00000378119,0.0880,0.1482,0.7928,oncogene
ALK,ENST00000389048,0.1060,0.0873,0.7685,oncogene
TCF12,ENST00000438423,0.1290,0.0460,0.7642,oncogene
GPC3,ENST00000394299,0.0330,0.6356,0.9622,oncogene
MICU3,ENST00000318063,0.0420,0.5037,0.9316,oncogene
SUPT5H,ENST00000599117,0.1110,0.0760,0.7685,oncogene
GNA13,ENST00000439174,0.0610,0.3012,0.8537,oncogene
CEP250,ENST00000397527,0.1170,0.0642,0.7684,oncogene
HDAC3,ENST00000305264,0.1290,0.0460,0.7642,oncogene
RUNX2,ENST00000371438,0.0620,0.2928,0.8503,oncogene
RAD50,ENST00000265335,0.2220,0.0034,0.7642,oncogene
MAST1,ENST00000251472,0.1890,0.0078,0.7642,oncogene
PSMC6,ENST00000445930,0.0610,0.3012,0.8537,oncogene
TAAR1,ENST00000275216,0.0640,0.2775,0.8466,oncogene
ATXN7,ENST00000398590,0.1810,0.0102,0.7642,oncogene
CCT8,ENST00000286788,0.1990,0.0060,0.7642,oncogene
CDC42BPA,ENST00000366769,0.0360,0.6045,0.9622,oncogene
ELTD1,ENST00000370742,0.0470,0.4402,0.9089,oncogene
RPTOR,ENST00000306801,0.1390,0.0354,0.7642,oncogene
CEP57,ENST00000325542,0.1520,0.0234,0.7642,oncogene
KEAP1,ENST00000171111,0.0660,0.2628,0.8440,oncogene
NSD1,ENST00000439151,0.0750,0.2058,0.8136,oncogene
POC1B,ENST00000313546,0.0980,0.1094,0.7750,oncogene
TRPC6,ENST00000344327,0.0840,0.1611,0.8000,oncogene
EXTL3,ENST00000220562,0.0470,0.4402,0.9089,oncogene
TTK,ENST00000369798,0.1850,0.0087,0.7642,oncogene
DNAJC13,ENST00000260818,0.1020,0.0979,0.7686,oncogene
NXF1,ENST00000532297,0.1010,0.1006,0.7686,oncogene
ILF3,ENST00000449870,0.1680,0.0147,0.7642,oncogene
PRKCA,ENST00000413366,0.1610,0.0185,0.7642,oncogene
SENP6,ENST00000447266,0.0430,0.4905,0.9226,oncogene
CSDE1,ENST00000438362,0.2390,0.0022,0.7642,oncogene
EIF4A3,ENST00000269349,0.1990,0.0060,0.7642,oncogene
VAPB,ENST00000475243,0.1280,0.0473,0.7642,oncogene
PDS5B,ENST00000315596,0.1080,0.0827,0.7685,oncogene
CUL1,ENST00000325222,0.1830,0.0093,0.7642,oncogene
INTS3,ENST00000318967,0.1910,0.0074,0.7642,oncogene
PTCH1,ENST00000331920,0.2150,0.0040,0.7642,oncogene
PTCD3,ENST00000254630,0.0390,0.5457,0.9424,oncogene
RINT1,ENST00000257700,0.0510,0.3954,0.8950,oncogene
CDCA7L,ENST00000406877,0.0570,0.3359,0.8729,oncogene
CEP70,ENST00000264982,0.1170,0.0642,0.7684,oncogene
ADCY5,ENST00000462833,0.1740,0.0121,0.7642,oncogene
CCT7,ENST00000258091,0.1040,0.0922,0.7686,oncogene
HNRNPL,ENST00000221419,0.0450,0.4647,0.9143,oncogene
TAF1,ENST00000276072,0.0860,0.1524,0.7928,oncogene
CCDC88A,ENST00000336838,0.1200,0.0589,0.7654,oncogene
TSN,ENST00000389682,0.0330,0.6512,0.9623,oncogene
WHSC1,ENST00000382895,0.1990,0.0060,0.7642,oncogene
TNRC6C,ENST00000335749,0.0660,0.2628,0.8440,oncogene
RPN1,ENST00000296255,0.2100,0.0045,0.7642,oncogene
TRIM28,ENST00000253024,0.1220,0.0558,0.7642,oncogene
ACAD8,ENST00000281182,0.0540,0.3643,0.8848,oncogene
GLYR1,ENST00000321919,0.1620,0.0180,0.7642,oncogene
PCM1,ENST00000325083,0.1320,0.0423,0.7642,oncogene
CSE1L,ENST00000262982,0.1440,0.0307,0.7642,oncogene
GSPT2,ENST00000340438,0.0660,0.2628,0.8440,oncogene
PHF8,ENST00000357988,0.1010,0.1006,0.7686,oncogene
RBL1,ENST00000373664,0.1120,0.0740,0.7685,oncogene
ESYT1,ENST00000541590,0.2080,0.0048,0.7642,oncogene
STAT3,ENST00000264657,0.1570,0.0204,0.7642,oncogene
KCTD6,ENST00000355076,0.0440,0.4778,0.9226,oncogene
FZR1,ENST00000395095,0.0830,0.1653,0.8000,oncogene
PIWIL1,ENST00000245255,0.0240,0.7792,0.9843,oncogene
THBS1,ENST00000260356,0.1870,0.0085,0.7642,oncogene
MED1,ENST00000300651,0.1030,0.0952,0.7686,oncogene
INSR,ENST00000302850,0.1910,0.0074,0.7642,oncogene
COL2A1,ENST00000380518,0.0940,0.1219,0.7803,oncogene
SFPQ,ENST00000357214,0.1220,0.0558,0.7642,oncogene
AP4M1,ENST00000359593,0.0190,0.8531,0.9915,oncogene
RNF41,ENST00000345093,0.0760,0.2000,0.8101,oncogene
HSP90AB1,ENST00000371554,0.1110,0.0760,0.7685,oncogene
SMC4,ENST00000357388,0.1360,0.0377,0.7642,oncogene
TCF3,ENST00000262965,0.1430,0.0307,0.7642,oncogene
NOS3,ENST00000297494,0.1450,0.0289,0.7642,oncogene
SKP2,ENST00000274255,0.0710,0.2297,0.8238,oncogene
GDPD2,ENST00000453994,0.0320,0.6512,0.9623,oncogene
XPO5,ENST00000265351,0.2090,0.0046,0.7642,oncogene
CCT6A,ENST00000275603,0.0880,0.1482,0.7928,oncogene
SMAD2,ENST00000402690,0.1790,0.0104,0.7642,oncogene
ARHGAP35,ENST00000404338,0.0570,0.3359,0.8729,oncogene
HECW2,ENST00000260983,0.2050,0.0051,0.7642,oncogene
HNF1A,ENST00000257555,0.1870,0.0083,0.7642,oncogene
SART3,ENST00000228284,0.2110,0.0045,0.7642,oncogene
PGR,ENST00000325455,0.1920,0.0072,0.7642,oncogene
QARS,ENST00000306125,0.1170,0.0642,0.7684,oncogene
KLF7,ENST00000309446,0.0380,0.5601,0.9459,oncogene
RPS6,ENST00000380394,0.1040,0.0922,0.7686,oncogene
APOBEC3B,ENST00000333467,0.0300,0.6834,0.9710,oncogene
EHD2,ENST00000263277,0.0350,0.6045,0.9622,oncogene
HERC3,ENST00000402738,0.1670,0.0151,0.7642,oncogene
HERC2,ENST00000261609,0.1810,0.0102,0.7642,oncogene
POLD1,ENST00000440232,0.1100,0.0782,0.7685,oncogene
ATP4A,ENST00000262623,0.1990,0.0060,0.7642,oncogene
KLF4,ENST00000374672,0.1250,0.0514,0.7642,oncogene
CFTR,ENST00000003084,0.1110,0.0782,0.7685,oncogene
BAG2,ENST00000370693,0.0490,0.4171,0.9012,oncogene
PAN2,ENST00000425394,0.1030,0.0952,0.7686,oncogene
NEDD4L,ENST00000400345,0.1470,0.0272,0.7642,oncogene
SF3B2,ENST00000322535,0.1410,0.0325,0.7642,oncogene
MAPK6,ENST00000261845,0.0890,0.1442,0.7928,oncogene
MORF4L2,ENST00000423833,0.0400,0.5313,0.9386,oncogene
TRMT5,ENST00000261249,0.0480,0.4281,0.9036,oncogene
LNPEP,ENST00000231368,0.0390,0.5457,0.9424,oncogene
FGF7,ENST00000267843,0.0430,0.4905,0.9226,oncogene
ZBTB14,ENST00000357006,0.0630,0.2853,0.8466,oncogene
PTGS2,ENST00000367468,0.0850,0.1566,0.8000,oncogene
DNAJA2,ENST00000317089,0.0410,0.5174,0.9316,oncogene
KIDINS220,ENST00000256707,0.1560,0.0210,0.7642,oncogene
RBM12B,ENST00000399300,0.0500,0.4064,0.9006,oncogene
AKT3,ENST00000366539,0.0640,0.2775,0.8466,oncogene
TNIK,ENST00000436636,0.1800,0.0102,0.7642,oncogene
APP,ENST00000346798,0.1310,0.0435,0.7642,oncogene
LGALS2,ENST00000215886,0.0360,0.6045,0.9622,oncogene
SRSF2,ENST00000392485,0.1090,0.0805,0.7685,oncogene
RPAP1,ENST00000304330,0.1050,0.0895,0.7686,oncogene
DIDO1,ENST00000266070,0.1730,0.0129,0.7642,oncogene
PNLIPRP3,ENST00000369230,0.0480,0.4281,0.9036,oncogene
RBM15,ENST00000369784,0.1360,0.0377,0.7642,oncogene
KIF20A,ENST00000394894,0.0540,0.3643,0.8848,oncogene
MAGEE1,ENST00000361470,0.0350,0.6045,0.9622,oncogene
AKAP9,ENST00000356239,0.0670,0.2557,0.8415,oncogene
CYP24A1,ENST00000216862,0.0590,0.3266,0.8657,oncogene
ITGB1,ENST00000396033,0.1460,0.0280,0.7642,oncogene
TOP3B,ENST00000398793,0.0600,0.3094,0.8552,oncogene
TSC22D1,ENST00000458659,0.2220,0.0034,0.7642,oncogene
KIRREL,ENST00000359209,0.2670,0.0012,0.6481,oncogene
OBSL1,ENST00000404537,0.1290,0.0460,0.7642,oncogene
CSF2RB,ENST00000403662,0.0280,0.7158,0.9744,oncogene
FAM175B,ENST00000298492,0.0840,0.1653,0.8000,oncogene
MLH1,ENST00000231790,0.0990,0.1062,0.7724,oncogene
PITX2,ENST00000306732,0.0640,0.2775,0.8466,oncogene
RBM39,ENST00000253363,0.0900,0.1362,0.7844,oncogene
DCAF6,ENST00000367840,0.0550,0.3549,0.8823,oncogene
PKP3,ENST00000331563,0.0930,0.1289,0.7832,oncogene
H2BFWT,ENST00000217926,0.0530,0.3743,0.8851,oncogene
G6PD,ENST00000393562,0.0390,0.5457,0.9424,oncogene
MFSD11,ENST00000588460,0.0240,0.7792,0.9843,oncogene
KPNA2,ENST00000537025,0.1490,0.0256,0.7642,oncogene
RUVBL1,ENST00000322623,0.0980,0.1094,0.7750,oncogene
FGFR2,ENST00000457416,0.2070,0.0049,0.7642,oncogene
HNRNPA2B1,ENST00000354667,0.1030,0.0979,0.7686,oncogene
RAD54B,ENST00000336148,0.1830,0.0093,0.7642,oncogene
NFATC4,ENST00000413692,0.0340,0.6201,0.9622,oncogene
VSIG8,ENST00000368100,0.0620,0.2928,0.8503,oncogene
IDH1,ENST00000415913,0.2110,0.0044,0.7642,oncogene
TBL3,ENST00000568546,0.1930,0.0070,0.7642,oncogene
VTI1B,ENST00000554659,0.0650,0.2699,0.8441,oncogene
ATR,ENST00000350721,0.1450,0.0299,0.7642,oncogene
NR3C1,ENST00000231509,0.1870,0.0083,0.7642,oncogene
EIF3L,ENST00000412331,0.0890,0.1442,0.7928,oncogene
ITGAV,ENST00000261023,0.0810,0.1794,0.8055,oncogene
ZNF628,ENST00000598519,0.0360,0.5891,0.9622,oncogene
GUCD1,ENST00000407471,0.0710,0.2297,0.8238,oncogene
HTT,ENST00000355072,0.1420,0.0315,0.7642,oncogene
KLK11,ENST00000594768,0.0270,0.7324,0.9779,oncogene
6-Sep,ENST00000343984,0.0860,0.1524,0.7928,oncogene
GTF3C1,ENST00000356183,0.0800,0.1794,0.8055,oncogene
CTNNB1,ENST00000349496,0.1370,0.0365,0.7642,oncogene
USE1,ENST00000263897,0.0910,0.1326,0.7832,oncogene
CCDC69,ENST00000355417,0.0740,0.2115,0.8182,oncogene
MYCBP2,ENST00000544440,0.1610,0.0180,0.7642,oncogene
CCNH,ENST00000256897,0.0750,0.2058,0.8136,oncogene
OSER1,ENST00000372970,0.0630,0.2853,0.8466,oncogene
QRICH1,ENST00000395443,0.1840,0.0090,0.7642,oncogene
SEC61A1,ENST00000243253,0.1860,0.0087,0.7642,oncogene
TCP1,ENST00000321394,0.1010,0.1006,0.7686,oncogene
EEA1,ENST00000322349,0.1460,0.0280,0.7642,oncogene
UBE3C,ENST00000348165,0.1530,0.0234,0.7642,oncogene
ZNF7,ENST00000528372,0.0320,0.6512,0.9623,oncogene
DICER1,ENST00000526495,0.1990,0.0060,0.7642,oncogene
NCOA2,ENST00000452400,0.1180,0.0642,0.7684,oncogene
ZBTB24,ENST00000230122,0.0990,0.1062,0.7724,oncogene
NCSTN,ENST00000294785,0.0730,0.2174,0.8182,oncogene
CHEK2,ENST00000382580,0.0970,0.1126,0.7766,oncogene
NUP62,ENST00000596217,0.0780,0.1896,0.8070,oncogene
RET,ENST00000355710,0.1110,0.0782,0.7685,oncogene
KIAA0020,ENST00000397885,0.0890,0.1399,0.7928,oncogene
SON,ENST00000356577,0.1870,0.0083,0.7642,oncogene
RAB11A,ENST00000261890,0.0640,0.2775,0.8466,oncogene
CTH,ENST00000370938,0.0520,0.3848,0.8906,oncogene
CUL5,ENST00000393094,0.1310,0.0435,0.7642,oncogene
KRR1,ENST00000229214,0.0250,0.7635,0.9824,oncogene
EZR,ENST00000367075,0.0920,0.1289,0.7832,oncogene
KDM5B,ENST00000367265,0.1490,0.0256,0.7642,oncogene
PABPC4L,ENST00000529122,0.0290,0.7000,0.9742,oncogene
IKBKB,ENST00000520810,0.2140,0.0040,0.7642,oncogene
ZFPM1,ENST00000319555,0.1170,0.0642,0.7684,oncogene
PRKCZ,ENST00000378567,0.1730,0.0126,0.7642,oncogene
TRIM55,ENST00000315962,0.0430,0.4905,0.9226,oncogene
ERCC3,ENST00000285398,0.1990,0.0060,0.7642,oncogene
SMTNL2,ENST00000389313,0.0350,0.6201,0.9622,oncogene
FMNL1,ENST00000331495,0.2160,0.0039,0.7642,oncogene
PSMB5,ENST00000361611,0.0840,0.1611,0.8000,oncogene
PIAS1,ENST00000249636,0.1650,0.0165,0.7642,oncogene
MEPCE,ENST00000310512,0.0900,0.1362,0.7844,oncogene
PAK2,ENST00000327134,0.1900,0.0076,0.7642,oncogene
PLCG1,ENST00000373272,0.1730,0.0129,0.7642,oncogene
CDC5L,ENST00000371477,0.1090,0.0805,0.7685,oncogene
EEF1G,ENST00000329251,0.1300,0.0449,0.7642,oncogene
LRP2,ENST00000263816,0.1190,0.0624,0.7684,oncogene
PRPF38B,ENST00000370025,0.0860,0.1524,0.7928,oncogene
ILF2,ENST00000361891,0.1000,0.1033,0.7703,oncogene
IPO11,ENST00000409296,0.0990,0.1062,0.7724,oncogene
DFFA,ENST00000377038,0.0350,0.6045,0.9622,oncogene
MED14,ENST00000324817,0.0950,0.1189,0.7803,oncogene
PRKAA1,ENST00000354209,0.2090,0.0046,0.7642,oncogene
RBM14,ENST00000310137,0.0730,0.2174,0.8182,oncogene
TLN1,ENST00000314888,0.1240,0.0530,0.7642,oncogene
PRKACA,ENST00000308677,0.1980,0.0061,0.7642,oncogene
POLR2A,ENST00000322644,0.1520,0.0234,0.7642,oncogene
METAP2,ENST00000323666,0.0520,0.3848,0.8906,oncogene
USO1,ENST00000538159,0.1200,0.0589,0.7654,oncogene
THAP1,ENST00000254250,0.0430,0.4905,0.9226,oncogene
OR14I1,ENST00000342623,0.0280,0.7158,0.9744,oncogene
PIGQ,ENST00000026218,0.0220,0.8248,0.9915,oncogene
NFKB1,ENST00000226574,0.2110,0.0045,0.7642,oncogene
TBC1D15,ENST00000550746,0.1200,0.0589,0.7654,oncogene
HIVEP1,ENST00000379388,0.1920,0.0072,0.7642,oncogene
ANKFY1,ENST00000570535,0.0450,0.4647,0.9143,oncogene
WWOX,ENST00000566780,0.1020,0.0979,0.7686,oncogene
SF3B3,ENST00000302516,0.1210,0.0573,0.7642,oncogene
IGF2R,ENST00000356956,0.1110,0.0760,0.7685,oncogene
DLG4,ENST00000399510,0.1880,0.0080,0.7642,oncogene
SP100,ENST00000340126,0.0540,0.3643,0.8848,oncogene
PTBP1,ENST00000356948,0.1460,0.0280,0.7642,oncogene
XRN2,ENST00000377191,0.1160,0.0659,0.7685,oncogene
RBBP6,ENST00000319715,0.2040,0.0053,0.7642,oncogene
CELSR1,ENST00000262738,0.0630,0.2853,0.8466,oncogene
DNAH8,ENST00000359357,0.0360,0.6045,0.9622,oncogene
NANS,ENST00000210444,0.0240,0.7792,0.9843,oncogene
